entry_id	source	part_of_speech	level	ukrainian	status	manual_emergency_first_pass_run_id	manual_emergency_second_pass_run_id	source_check	qa_reason
ox5000-e5c257cc77ac4a08ef80	revelation	noun	C1	розкриття́	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4470; definition_path=/us/definition/english/revelation; stable_id=PASS; exact_definition='a fact that people are made aware of, especially one that has been secret and is surprising'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation	PASS: source-grounded second pass; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a fact that people are made aware of, especially one that has been secret and is surprising'; candidate='розкриття́'; reverse='opening'; lexical=0.353; candidate_definition_similarity=0.446; reverse_definition_similarity=0.088; semantic=0.446; POS/language checks PASS.
ox5000-403a262123ef7179b6c7	revenge	noun	C1	помста	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4471; definition_path=/us/definition/english/revenge_1; stable_id=PASS; exact_definition='something that you do in order to make somebody suffer because they have made you suffer'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='something that you do in order to make somebody suffer because they have made you suffer'; candidate='помста'; reverse='Vengeance'; lexical=0.625; candidate_definition_similarity=0.414; reverse_definition_similarity=0.364; semantic=0.414; POS/language checks PASS.
ox5000-d9e41e62104e2e2c56ee	reverse	adjective	C1	Зворотний	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4473; definition_path=/us/definition/english/reverse_3; stable_id=PASS; exact_definition='opposite to what has been mentioned'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='opposite to what has been mentioned'; candidate='Зворотний'; reverse='Reverse'; lexical=1.000; candidate_definition_similarity=0.500; reverse_definition_similarity=0.390; semantic=0.500; POS/language checks PASS.
ox5000-5c13445451c35b3fdf6e	reverse	noun	C1	зворотний (ніун): протилежний тому, що щойно було згадано	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4474; definition_path=/us/definition/english/reverse_2; stable_id=PASS; exact_definition='the opposite of what has just been mentioned'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='the opposite of what has just been mentioned'; candidate='зворотний (ніун): протилежний тому, що щойно було згадано'; reverse='reverse: opposite because just mentioned'; lexical=1.000; candidate_definition_similarity=0.804; reverse_definition_similarity=0.717; semantic=0.804; POS/language checks PASS.
ox5000-2c5234bac76339e1dcfd	revision	noun	B2	модифікація	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4479; definition_path=/us/definition/english/revision; stable_id=PASS; exact_definition='a change or set of changes to something'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='a change or set of changes to something'; candidate='модифікація'; reverse='revision'; lexical=1.000; candidate_definition_similarity=0.598; reverse_definition_similarity=0.540; semantic=0.598; POS/language checks PASS.
ox5000-aaf930aa90cdde500437	revolutionary	adjective	C1	Революційна (примітка): пов' язана з політичною революцією	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4483; definition_path=/us/definition/english/revolutionary_1; stable_id=PASS; exact_definition='connected with political revolution'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	"PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='connected with political revolution'; candidate=""Революційна (примітка): пов' язана з політичною революцією""; reverse='Revolution (note): is linked to the political revolution'; lexical=0.364; candidate_definition_similarity=0.919; reverse_definition_similarity=0.878; semantic=0.919; POS/language checks PASS."
ox5000-254ebaaf358609011d07	rhetoric	noun	C1	риторика (нун): мова або письмо, яке має впливати на людей, але воно не є повністю чесним чи щирим.	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4486; definition_path=/us/definition/english/rhetoric; stable_id=PASS; exact_definition='speech or writing that is intended to influence people, but that is not completely honest or sincere'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='speech or writing that is intended to influence people, but that is not completely honest or sincere'; candidate='риторика (нун): мова або письмо, яке має впливати на людей, але воно не є повністю чесним чи щирим.'; reverse='rhetoric: language or writing that should affect people, but it is not entirely honest or sincere.'; lexical=1.000; candidate_definition_similarity=0.739; reverse_definition_similarity=0.843; semantic=0.843; POS/language checks PASS.
ox5000-973224264c14dee0ed22	ridiculous	adjective	B2	безглузда	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4493; definition_path=/us/definition/english/ridiculous; stable_id=PASS; exact_definition='very silly or unreasonable'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='very silly or unreasonable'; candidate='безглузда'; reverse='This is ridiculous.'; lexical=1.000; candidate_definition_similarity=0.656; reverse_definition_similarity=0.535; semantic=0.656; POS/language checks PASS.
ox5000-40b2c9b77830c900da18	rifle	noun	C1	гвинтівка (ноун): зброя з довгою блошкою, яку ви тримаєте за плече до вогню.	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4494; definition_path=/us/definition/english/rifle_1; stable_id=PASS; exact_definition='a gun with a long barrel which you hold to your shoulder to fire'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='a gun with a long barrel which you hold to your shoulder to fire'; candidate='гвинтівка (ноун): зброя з довгою блошкою, яку ви тримаєте за плече до вогню.'; reverse='A rifle: a gun with a long blog, which you hold over your shoulder to the fire.'; lexical=1.000; candidate_definition_similarity=0.905; reverse_definition_similarity=0.778; semantic=0.905; POS/language checks PASS.
ox5000-43dead8e818487401b8c	riot	noun	C1	бунт	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4500; definition_path=/us/definition/english/riot_1; stable_id=PASS; exact_definition='a situation in which a group of people behave in a violent way in a public place, often as a protest'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation	PASS: source-grounded second pass; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='a situation in which a group of people behave in a violent way in a public place, often as a protest'; candidate='бунт'; reverse='rebellion'; lexical=0.462; candidate_definition_similarity=0.642; reverse_definition_similarity=0.619; semantic=0.642; POS/language checks PASS.
ox5000-0a7089aeca671246d9d4	risky	adjective	B2	ризикована (примітка): з можливістю того, що може статися щось погане	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4506; definition_path=/us/definition/english/risky; stable_id=PASS; exact_definition='involving the possibility of something bad happening'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='involving the possibility of something bad happening'; candidate='ризикована (примітка): з можливістю того, що може статися щось погане'; reverse='risky (note): with the possibility that something bad will happen'; lexical=1.000; candidate_definition_similarity=0.774; reverse_definition_similarity=0.775; semantic=0.775; POS/language checks PASS.
ox5000-623d5a0eb34670f915a1	ritual	noun	C1	ритуал (ноун): ряд дій, які завжди виконуються так само, особливо як частина релігійної церемонії.	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4507; definition_path=/us/definition/english/ritual_1; stable_id=PASS; exact_definition='a series of actions that are always performed in the same way, especially as part of a religious ceremony'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='a series of actions that are always performed in the same way, especially as part of a religious ceremony'; candidate='ритуал (ноун): ряд дій, які завжди виконуються так само, особливо як частина релігійної церемонії.'; reverse='The ritual (Noun): a series of actions that are always carried out, especially as part of a religious ceremony.'; lexical=1.000; candidate_definition_similarity=0.847; reverse_definition_similarity=0.707; semantic=0.847; POS/language checks PASS.
ox5000-c9990220c195a3899e7d	robbery	noun	B2	пограбування	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4513; definition_path=/us/definition/english/robbery; stable_id=PASS; exact_definition='the crime of stealing money or goods from a bank, shop, person, etc., especially using violence or threats'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='the crime of stealing money or goods from a bank, shop, person, etc., especially using violence or threats'; candidate='пограбування'; reverse='robbery'; lexical=1.000; candidate_definition_similarity=0.720; reverse_definition_similarity=0.614; semantic=0.720; POS/language checks PASS.
ox5000-f11435c18693f1833847	robust	adjective	C1	стійкий	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4515; definition_path=/us/definition/english/robust; stable_id=PASS; exact_definition='strong and healthy'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='strong and healthy'; candidate='стійкий'; reverse='stable'; lexical=0.333; candidate_definition_similarity=0.540; reverse_definition_similarity=0.524; semantic=0.540; POS/language checks PASS.
ox5000-d4fc02188ccee21bdd73	rock	verb	C1	рок (вербло): м'яко рухатися вперед і назад або з боку в бік; зробити так, щоб хтось або щось рухалося таким чином	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4517; definition_path=/us/definition/english/rock_2; stable_id=PASS; exact_definition='to move gently backwards and forwards or from side to side; to make somebody/something move in this way'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	"PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='to move gently backwards and forwards or from side to side; to make somebody/something move in this way'; candidate=""рок (вербло): м'яко рухатися вперед і назад або з боку в бік; зробити так, щоб хтось або щось рухалося таким чином""; reverse='rock (verb): gently move forward and back or side to side; make someone or something move like that'; lexical=1.000; candidate_definition_similarity=0.684; reverse_definition_similarity=0.707; semantic=0.707; POS/language checks PASS."
ox5000-b7960accb9da1a3abf6f	rocket	noun	B2	ракета (нун): космічний апарат у формі трубки, який пропускає потік газів, вивільнений позаду неї, коли пальне згоряє всередині.	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4518; definition_path=/us/definition/english/rocket_1; stable_id=PASS; exact_definition='a spacecraft in the shape of a tube that is driven by a stream of gases let out behind it when fuel is burned inside'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='a spacecraft in the shape of a tube that is driven by a stream of gases let out behind it when fuel is burned inside'; candidate='ракета (нун): космічний апарат у формі трубки, який пропускає потік газів, вивільнений позаду неї, коли пальне згоряє всередині.'; reverse='rocket (nun): A tunnel - shaped spacecraft that passes through the gas flow released behind it when fuel burns inside.'; lexical=1.000; candidate_definition_similarity=0.858; reverse_definition_similarity=0.836; semantic=0.858; POS/language checks PASS.
ox5000-385bd6859d1f5cd67083	rod	noun	C1	стрижень (нун): довгий прямий шматок дерева, металу або скла.	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4519; definition_path=/us/definition/english/rod_1; stable_id=PASS; exact_definition='a long straight piece of wood, metal or glass'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='a long straight piece of wood, metal or glass'; candidate='стрижень (нун): довгий прямий шматок дерева, металу або скла.'; reverse='A rod (nun): a long straight piece of wood, metal, or glass'; lexical=1.000; candidate_definition_similarity=0.790; reverse_definition_similarity=0.816; semantic=0.816; POS/language checks PASS.
ox5000-c23aaa4d8bcbe8a32faf	romance	noun	B2	романтика	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4523; definition_path=/us/definition/english/romance_1; stable_id=PASS; exact_definition='an exciting, usually short, relationship between two people who are in love with each other'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='an exciting, usually short, relationship between two people who are in love with each other'; candidate='романтика'; reverse='romantic'; lexical=0.800; candidate_definition_similarity=0.683; reverse_definition_similarity=0.681; semantic=0.683; POS/language checks PASS.
ox5000-1208715b598e0fba7b74	rose	noun	B2	троянда (ноун): квітка з солодким запахом, що росте на кущі з колючками (= гострі точки) на стеблах.	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4529; definition_path=/us/definition/english/rose_1; stable_id=PASS; exact_definition='a flower with a sweet smell that grows on a bush with thorns (= sharp points) on its stems'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='a flower with a sweet smell that grows on a bush with thorns (= sharp points) on its stems'; candidate='троянда (ноун): квітка з солодким запахом, що росте на кущі з колючками (= гострі точки) на стеблах.'; reverse='rose (Noun): A flower with a sweet smell growing on a bush with thorns (= sharp points) on its stems'; lexical=1.000; candidate_definition_similarity=0.837; reverse_definition_similarity=0.798; semantic=0.837; POS/language checks PASS.
ox5000-abc7d4c542db8e757daf	rotate	verb	C1	обернути	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4530; definition_path=/us/definition/english/rotate; stable_id=PASS; exact_definition='to move or turn around a central fixed point; to make something do this'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='to move or turn around a central fixed point; to make something do this'; candidate='обернути'; reverse='rotate'; lexical=1.000; candidate_definition_similarity=0.432; reverse_definition_similarity=0.537; semantic=0.537; POS/language checks PASS.
ox5000-2b30e3f36e7293f6ded9	rotation	noun	C1	Обертання (ніун): дія об' єкта, що рухається по колу навколо центральної фіксованої точки	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4531; definition_path=/us/definition/english/rotation; stable_id=PASS; exact_definition='the action of an object moving in a circle around a central fixed point'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	"PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='the action of an object moving in a circle around a central fixed point'; candidate=""Обертання (ніун): дія об' єкта, що рухається по колу навколо центральної фіксованої точки""; reverse='Rotation (Nun): An object moving in a circle around a central fixed point'; lexical=1.000; candidate_definition_similarity=0.850; reverse_definition_similarity=0.864; semantic=0.864; POS/language checks PASS."
ox5000-2843cad9aa08f31a5848	roughly	adverb	B2	приблизно (клацання): приблизно, але не зовсім	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4533; definition_path=/us/definition/english/roughly; stable_id=PASS; exact_definition='approximately but not exactly'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='approximately but not exactly'; candidate='приблизно (клацання): приблизно, але не зовсім'; reverse='roughly (click): roughly but not quite'; lexical=1.000; candidate_definition_similarity=0.731; reverse_definition_similarity=0.566; semantic=0.731; POS/language checks PASS.
ox5000-c6d01d673c9b956fb8b7	ruin	noun	B2	руї́на	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4549; definition_path=/us/definition/english/ruin_2; stable_id=PASS; exact_definition='the state or process of being destroyed or severely damaged'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation	PASS: source-grounded second pass; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='the state or process of being destroyed or severely damaged'; candidate='руї́на'; reverse='ruina'; lexical=1.000; candidate_definition_similarity=0.338; reverse_definition_similarity=0.442; semantic=0.442; POS/language checks PASS.
ox5000-5df5cb77ae1681072483	ruin	verb	B2	руйнува́ти	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4550; definition_path=/us/definition/english/ruin_1; stable_id=PASS; exact_definition='to damage something so badly that it loses all its value, pleasure, etc.'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation	PASS: source-grounded second pass; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='to damage something so badly that it loses all its value, pleasure, etc.'; candidate='руйнува́ти'; reverse='Routine'; lexical=0.727; candidate_definition_similarity=0.566; reverse_definition_similarity=0.064; semantic=0.566; POS/language checks PASS.
ox5000-4aa0b479680b11e1787d	sacred	adjective	C1	Священний (прикметник): пов'язаний з Богом або богом; вважається святим	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4563; definition_path=/us/definition/english/sacred; stable_id=PASS; exact_definition='connected with God or a god; considered to be holy'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	"PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='connected with God or a god; considered to be holy'; candidate=""Священний (прикметник): пов'язаний з Богом або богом; вважається святим""; reverse='Sacred (Precious): bound to God or to God; considered holy'; lexical=1.000; candidate_definition_similarity=0.895; reverse_definition_similarity=0.820; semantic=0.895; POS/language checks PASS."
ox5000-db446976af899b0bf839	sacrifice	noun	C1	Жертва (ніун): факт віддання чогось важливого або цінного для вас, щоб отримати або зробити щось, що здається більш важливим; щось, від чого ви відмовляєтесь таким чином.	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4564; definition_path=/us/definition/english/sacrifice_1; stable_id=PASS; exact_definition='the fact of giving up something important or valuable to you in order to get or do something that seems more important; something that you give up in this way'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='the fact of giving up something important or valuable to you in order to get or do something that seems more important; something that you give up in this way'; candidate='Жертва (ніун): факт віддання чогось важливого або цінного для вас, щоб отримати або зробити щось, що здається більш важливим; щось, від чого ви відмовляєтесь таким чином.'; reverse='Sacrifice: The fact of giving of something important or valuable to you to receive or do something that seems more important; something that you refuse in this way.'; lexical=1.000; candidate_definition_similarity=0.670; reverse_definition_similarity=0.675; semantic=0.675; POS/language checks PASS.
ox5000-d497fd9a71970e5fe295	saint	noun	C1	Святий (ноун): особа, яку християнська церква визнає бути дуже святою, через спосіб їхнього життя або смерти	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4574; definition_path=/us/definition/english/saint; stable_id=PASS; exact_definition='a person that the Christian Church recognizes as being very holy, because of the way they have lived or died'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='a person that the Christian Church recognizes as being very holy, because of the way they have lived or died'; candidate='Святий (ноун): особа, яку християнська церква визнає бути дуже святою, через спосіб їхнього життя або смерти'; reverse='Saint (Noun): A person whom the Christian church professes to be very holy, because of the way they live or die'; lexical=1.000; candidate_definition_similarity=0.914; reverse_definition_similarity=0.829; semantic=0.914; POS/language checks PASS.
ox5000-eae0572fec04502130f5	satisfaction	noun	B2	задово́лення	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4589; definition_path=/us/definition/english/satisfaction; stable_id=PASS; exact_definition='the good feeling that you have when you have achieved something or when something that you wanted to happen does happen; something that gives you this feeling'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation	PASS: source-grounded second pass; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='the good feeling that you have when you have achieved something or when something that you wanted to happen does happen; something that gives you this feeling'; candidate='задово́лення'; reverse='tingling'; lexical=0.400; candidate_definition_similarity=0.434; reverse_definition_similarity=0.266; semantic=0.434; POS/language checks PASS.
ox5000-1b53fef53eb21569d70c	scandal	noun	B2	скандал (ніно): поведінка або випадок, який, на думку людей, є морально чи юридично неправильним, викликають у громадськості почуття шоку чи гніву.	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4600; definition_path=/us/definition/english/scandal; stable_id=PASS; exact_definition='behaviour or an event that people think is morally or legally wrong and causes public feelings of shock or anger'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_contextual_definition_candidate; exact Oxford definition='behaviour or an event that people think is morally or legally wrong and causes public feelings of shock or anger'; candidate='скандал (ніно): поведінка або випадок, який, на думку людей, є морально чи юридично неправильним, викликають у громадськості почуття шоку чи гніву.'; reverse='scandal (non): conduct or accident, which people consider morally or legally wrong, provokes a sense of shock or anger in the public.'; lexical=1.000; candidate_definition_similarity=0.769; reverse_definition_similarity=0.737; semantic=0.769; POS/language checks PASS.
ox5000-ee7afd5b64a301aee7d6	scare	noun	B2	ляпас	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4601; definition_path=/us/definition/english/scare_2; stable_id=PASS; exact_definition='a situation in which a lot of people are anxious or frightened about something'; selected_candidate_method=Helsinki-NLP/opus-mt-en-uk_surface_candidate	PASS: source-grounded second pass; method=Helsinki-NLP/opus-mt-en-uk_surface_candidate; exact Oxford definition='a situation in which a lot of people are anxious or frightened about something'; candidate='ляпас'; reverse='slap'; lexical=0.444; candidate_definition_similarity=0.453; reverse_definition_similarity=0.149; semantic=0.453; POS/language checks PASS.
ox5000-4380114ee2ca12fbcf96	scare	verb	B2	лякати	verified	MANUAL_EMERGENCY_WORK_20260820_FIRST_PASS_V3_round01	MANUAL_EMERGENCY_WORK_20260820_SECOND_PASS_V3_round01	MANUAL_EMERGENCY_WORK V3 exact Oxford identity; source_index=4602; definition_path=/us/definition/english/scare_1; stable_id=PASS; exact_definition='to frighten somebody'; selected_candidate_method=en_wiktionary_matching_pos_uk_translation	PASS: source-grounded second pass; method=en_wiktionary_matching_pos_uk_translation; exact Oxford definition='to frighten somebody'; candidate='лякати'; reverse='Scare'; lexical=1.000; candidate_definition_similarity=0.765; reverse_definition_similarity=0.730; semantic=0.765; POS/language checks PASS.
